,Event Time,Document,Tab,User,Description
1,2021-03-30 00:17:54,Bar Mechanism,N/A,user2@xxx.com,Close document
2,2021-03-30 00:17:54,Bar Mechanism,Part Studio (1),user2@xxx.com,Tab Part Studio (1) of type PARTSTUDIO closed by USER2
3,2021-03-29 23:30:45,Bar Mechanism,Part Studio (1),user2@xxx.com,Tab Part Studio (1) of type PARTSTUDIO opened by USER2
4,2021-03-29 23:30:43,Bar Mechanism,N/A,user2@xxx.com,Open document
5,2021-03-29 23:30:42,Bar Mechanism,Part Studio (1),user2@xxx.com,Tab Part Studio (1) of type PARTSTUDIO closed by USER2
6,2021-03-29 23:30:42,Bar Mechanism,N/A,user2@xxx.com,Close document
7,2021-03-29 23:30:24,Bar Mechanism,Part Studio (1),user2@xxx.com,Tab Part Studio (1) of type PARTSTUDIO opened by USER2
8,2021-03-29 23:30:22,Bar Mechanism,N/A,user2@xxx.com,Open document
9,2021-03-29 23:30:21,Bar Mechanism,N/A,user2@xxx.com,Update version
10,2021-03-26 16:54:47,Bar Mechanism,N/A,user2@xxx.com,Close document
11,2021-03-26 16:54:47,Bar Mechanism,Part Studio (1),user2@xxx.com,Tab Part Studio (1) of type PARTSTUDIO closed by USER2
12,2021-03-26 16:45:41,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
13,2021-03-26 16:45:41,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
14,2021-03-26 16:45:35,Bar Mechanism,N/A,user2@xxx.com,Update version
15,2021-03-26 16:45:34,Bar Mechanism,Bar Wavy Model,user2@xxx.com,Update Part Metadata
16,2021-03-26 16:45:34,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
17,2021-03-26 16:45:34,Bar Mechanism,Part Studio (2),user2@xxx.com,Update Part Metadata
18,2021-03-26 16:45:34,Bar Mechanism,Part Studio 1,user2@xxx.com,Update Part Metadata
19,2021-03-26 16:45:34,Bar Mechanism,Lead Screw,user2@xxx.com,Update Part Metadata
20,2021-03-26 16:45:31,Bar Mechanism,N/A,user2@xxx.com,Create version
21,2021-03-26 16:45:21,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
22,2021-03-26 16:45:21,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
23,2021-03-26 16:45:21,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 10
24,2021-03-26 16:45:16,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
25,2021-03-26 16:45:10,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
26,2021-03-26 16:45:10,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
27,2021-03-26 16:45:09,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
28,2021-03-26 16:45:09,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
29,2021-03-26 16:45:09,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 11
30,2021-03-26 16:44:59,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
31,2021-03-26 16:36:50,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
32,2021-03-26 16:36:49,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
33,2021-03-26 16:36:47,Bar Mechanism,Bar Wavy Model,user2@xxx.com,Update Part Metadata
34,2021-03-26 16:36:47,Bar Mechanism,N/A,user2@xxx.com,Create version
35,2021-03-26 16:36:47,Bar Mechanism,Part Studio 1,user2@xxx.com,Update Part Metadata
36,2021-03-26 16:36:47,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
37,2021-03-26 16:36:47,Bar Mechanism,Lead Screw,user2@xxx.com,Update Part Metadata
38,2021-03-26 16:36:47,Bar Mechanism,Part Studio (2),user2@xxx.com,Update Part Metadata
39,2021-03-26 16:36:34,Bar Mechanism,Part Studio (1),user2@xxx.com,Insert feature : Extrude 5
40,2021-03-26 16:36:34,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
41,2021-03-26 16:36:27,Bar Mechanism,Part Studio (1),user2@xxx.com,Add part studio feature
42,2021-03-26 16:36:27,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
43,2021-03-26 16:36:25,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
44,2021-03-26 16:36:22,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 11
45,2021-03-26 16:36:22,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
46,2021-03-26 16:36:22,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
47,2021-03-26 16:35:54,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
48,2021-03-26 16:35:52,Bar Mechanism,N/A,user2@xxx.com,Cancel Operation
49,2021-03-26 16:35:51,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
50,2021-03-26 16:35:39,Bar Mechanism,Part Studio (1),user2@xxx.com,Insert feature : Extrude 4
51,2021-03-26 16:35:39,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
52,2021-03-26 16:35:34,Bar Mechanism,Part Studio (1),user2@xxx.com,Add part studio feature
53,2021-03-26 16:35:34,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
54,2021-03-26 16:35:31,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
55,2021-03-26 16:35:27,Bar Mechanism,N/A,user2@xxx.com,Cancel Operation
56,2021-03-26 16:35:24,Bar Mechanism,Part Studio (1),user2@xxx.com,Add part studio feature
57,2021-03-26 16:35:06,Bar Mechanism,N/A,user2@xxx.com,Cancel Operation
58,2021-03-26 16:34:57,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
59,2021-03-26 16:34:42,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
60,2021-03-26 16:34:42,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
61,2021-03-26 16:34:42,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 10
62,2021-03-26 16:34:13,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
63,2021-03-26 16:33:50,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 13
64,2021-03-26 16:33:50,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
65,2021-03-26 16:33:50,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
66,2021-03-26 16:33:40,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
67,2021-03-26 16:32:16,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
68,2021-03-26 16:32:15,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
69,2021-03-26 16:32:10,Bar Mechanism,Part Studio 1,user2@xxx.com,Update Part Metadata
70,2021-03-26 16:32:10,Bar Mechanism,N/A,user2@xxx.com,Create version
71,2021-03-26 16:32:10,Bar Mechanism,Part Studio (2),user2@xxx.com,Update Part Metadata
72,2021-03-26 16:32:10,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
73,2021-03-26 16:32:10,Bar Mechanism,Lead Screw,user2@xxx.com,Update Part Metadata
74,2021-03-26 16:32:10,Bar Mechanism,Bar Wavy Model,user2@xxx.com,Update Part Metadata
75,2021-03-26 16:31:45,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
76,2021-03-26 16:31:45,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
77,2021-03-26 16:31:45,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 11
78,2021-03-26 16:31:36,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
79,2021-03-26 16:31:31,Bar Mechanism,N/A,user2@xxx.com,Cancel Operation
80,2021-03-26 16:31:27,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
81,2021-03-26 16:31:25,Bar Mechanism,N/A,user2@xxx.com,Cancel Operation
82,2021-03-26 16:31:18,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
83,2021-03-26 16:31:11,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
84,2021-03-26 16:31:11,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
85,2021-03-26 16:31:11,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 10
86,2021-03-26 16:31:05,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
87,2021-03-26 16:29:31,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
88,2021-03-26 16:29:31,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 12
89,2021-03-26 16:29:31,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
90,2021-03-26 16:29:12,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
91,2021-03-26 16:27:36,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
92,2021-03-26 16:27:36,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
93,2021-03-26 16:27:32,Bar Mechanism,Bar Wavy Model,user2@xxx.com,Update Part Metadata
94,2021-03-26 16:27:32,Bar Mechanism,Part Studio 1,user2@xxx.com,Update Part Metadata
95,2021-03-26 16:27:32,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
96,2021-03-26 16:27:32,Bar Mechanism,Lead Screw,user2@xxx.com,Update Part Metadata
97,2021-03-26 16:27:32,Bar Mechanism,N/A,user2@xxx.com,Create version
98,2021-03-26 16:27:32,Bar Mechanism,Part Studio (2),user2@xxx.com,Update Part Metadata
99,2021-03-26 16:27:26,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
100,2021-03-26 16:27:26,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 9
101,2021-03-26 16:27:26,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
102,2021-03-26 16:27:17,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
103,2021-03-26 16:27:02,Bar Mechanism,N/A,user2@xxx.com,Cancel Operation
104,2021-03-26 16:27:00,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
105,2021-03-26 16:26:47,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
106,2021-03-26 16:26:47,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
107,2021-03-26 16:26:47,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 10
108,2021-03-26 16:26:35,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
109,2021-03-26 16:26:26,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
110,2021-03-26 16:26:25,Bar Mechanism,Part Studio (1),user2@xxx.com,Edit : Sketch 10
111,2021-03-26 16:26:25,Bar Mechanism,Part Studio (1),user2@xxx.com,Commit add or edit of part studio feature
112,2021-03-26 16:26:25,Bar Mechanism,Part Studio (1),user2@xxx.com,Add or modify a sketch
113,2021-03-26 16:26:25,Bar Mechanism,Part Studio (1),user2@xxx.com,Update Part Metadata
114,2021-03-26 16:26:18,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
115,2021-03-26 16:26:03,Bar Mechanism,N/A,user2@xxx.com,Cancel Operation
116,2021-03-26 16:25:59,Bar Mechanism,Part Studio (1),user2@xxx.com,Start edit of part studio feature
117,2021-03-26 16:25:47,Bar Mechanism,Part Studio (1),user2@xxx.com,Tab Part Studio (1) of type PARTSTUDIO opened by USER2
118,2021-03-26 16:25:45,Bar Mechanism,N/A,user2@xxx.com,Open document
